corpus,model,normalization,metric,topic01,topic02,topic03,topic04,topic05,topic06,topic07,topic08,topic09,topic10,average
Locomotive,GPU-PDMM,lemma,umass,-2.349849658,-1.1892934,-0.210783589,-2.693243425,-3.168445045,-3.562993846,-3.006702657,-4.576641462,-1.780369098,-2.155600025,-2.469392221
Locomotive,WNTM,lemma,ca,0.504543943,0.064756099,0.186997877,0.665711367,0.570496951,0.482124774,0.479405286,0.043529195,0.513202593,0.040564331,0.355133242
Locomotive,WNTM,lemma,cp,0.144611017,0.173411019,-0.120576084,0.309382898,0.110197725,0.034989621,-0.024545445,-0.069619575,-0.284096554,0.512800746,0.078655537
Locomotive,WNTM,lemma,npmi,0.024554453,0.028730182,-0.046597915,0.064049334,-0.036362802,0.018340232,-0.124130258,0.007054712,-0.097282577,-0.053744884,-0.021538952
Locomotive,WNTM,lemma,umass,-1.731971675,-1.686735311,-0.598018528,-2.741311404,-1.918367023,-1.997597192,-3.003699463,-0.245015541,-4.22840377,-4.154704615,-2.230582452
Locomotive,LDA,lemma,ca,0.399988747,0.380983978,0.182657972,0.614094477,0.038497933,0.62351853,0.330398269,0.358157534,0.673943312,0.567146486,0.416938724
Locomotive,LDA,lemma,cp,0.086122528,0.07266169,-0.369300048,0.101255111,-0.13895446,0.377267294,-0.222547103,0.207867284,0.149334531,0.168782411,0.043248924
Locomotive,LDA,lemma,npmi,-0.018471382,0.001321909,-0.101675504,-0.075767379,-0.078534632,0.074499548,-0.004812219,-0.067603252,-0.019495329,0.030338284,-0.026019995
Locomotive,LDA,lemma,umass,-2.492524005,-3.473329197,-7.43479524,-2.512921274,-2.529426821,-2.091826518,-1.041289911,-3.373073529,-2.822065629,-1.637050793,-2.940830292
SpringSecurity,BTM,lemma,ca,0.260600962,0.196467779,0.173521675,0.712370233,-0.038601488,0.203770142,0.095359542,0.587079171,0.153408156,0.481661906,0.282563808
SpringSecurity,BTM,lemma,cp,-0.013225626,0.168328871,-0.634079242,0.577202585,0.055333518,0.152823277,-0.321817636,0.099204318,-0.068829128,0.135081634,0.015002257
SpringSecurity,BTM,lemma,npmi,-0.111382737,-0.253930344,-0.084422349,0.148847299,-0.094948164,-0.062701061,-0.013309165,0.023193474,-0.125329916,0.042966241,-0.053101672
SpringSecurity,BTM,lemma,umass,-2.047279171,-3.256449254,-12.9771453,-2.349674913,-5.215669551,-2.979009677,-0.80500545,-1.332212854,-4.366274244,-2.454354567,-3.778307498
SpringSecurity,DMM,lemma,ca,0.428047045,0.454819271,0.263021503,0.339766677,0.27963826,0.115498037,0.16067417,0.481661906,0.415465418,0.518541717,0.3457134
SpringSecurity,DMM,lemma,cp,-0.012569828,0.277292888,0.145125702,0.329667985,0.213456649,0.187159265,-0.11399414,0.134888734,0.232705343,0.066243569,0.145997617
SpringSecurity,DMM,lemma,npmi,-0.009821453,0.028264926,0.039855384,0.054302692,-0.014174731,0.056894616,-0.126947624,0.042966241,0.047632964,0.008780896,0.012775391
SpringSecurity,DMM,lemma,umass,-2.25647539,-3.080471942,-2.562639349,-3.338758834,-1.464472297,-2.705341459,-6.864038291,-2.562029589,-2.865957842,-1.802780587,-2.950296558
SpringSecurity,GPU-PDMM,lemma,ca,0.293732187,0.54045972,0.465478195,0.24488079,0.360128727,0.468751358,0.232808337,0.524822161,0.35252758,0.39686242,0.388045148
SpringSecurity,GPU-PDMM,lemma,cp,-0.107717988,0.368843589,0.142571019,0.170770777,0.513309941,0.1513262,0.63759617,0.201197854,0.137038059,0.184624107,0.239955973
SpringSecurity,GPU-PDMM,lemma,npmi,0.029388194,0.071877154,0.033310117,0.02908589,0.200698157,0.021180298,-0.016987976,0.036581281,-0.014206638,0.019930894,0.041085737
SpringSecurity,GPU-PDMM,lemma,umass,-1.475704521,-1.888562295,-3.196646956,-3.006204267,-3.013787877,-2.441048324,-3.30106749,-3.183395772,-2.455691932,-2.255873535,-2.621798297
SpringSecurity,WNTM,lemma,ca,0.024256549,0.330137292,0.578410969,0.561044617,0.258013594,0.225579198,0.65016328,0.492640914,0.026719979,0.254425433,0.340139182
SpringSecurity,WNTM,lemma,cp,-0.591868728,0.185040552,0.137938615,0.111053442,0.365171812,0.194280103,0.627556925,0.147609572,-0.175125592,0.392481927,0.139413863
SpringSecurity,WNTM,lemma,npmi,-0.09229063,0.019930894,0.028949094,0.020269749,-0.023455272,0.048587168,0.137925433,0.064775972,-0.20539108,0.003654194,0.000295552
SpringSecurity,WNTM,lemma,umass,-3.518545633,-2.635729886,-1.427785703,-2.351088143,-2.670985219,-2.127809649,-2.341675907,-2.496284474,-7.016979744,-2.455254817,-2.904213917
SpringSecurity,LDA,lemma,ca,0.465478195,0.712370233,0.492843411,0.16067417,0.781886082,0.544045408,0.129916807,0.282080829,0.478685341,0.45016243,0.449814291
SpringSecurity,LDA,lemma,cp,0.142795757,0.576097363,0.122117238,-0.11399414,0.574368804,0.167021503,0.312909362,0.442522367,0.051835628,0.465509837,0.274118372
SpringSecurity,LDA,lemma,npmi,0.033310117,0.148847299,0.012371004,-0.126947624,0.140838113,0.023775457,-0.026234037,0.090226497,-0.002718875,0.073784409,0.036725236
SpringSecurity,LDA,lemma,umass,-3.133041685,-2.264558324,-2.440480145,-6.864038291,-1.838047703,-2.046712242,-4.14961199,-3.519691174,-1.768915869,-2.77776848,-3.08028659
Android,BTM,stem,ca,0.131431825,0.09443531,0.010832404,0.051660725,3.99E-06,0.039180675,0.103513622,0.102023486,0.046287773,0.213879374,0.079324919
Android,BTM,stem,cp,0.144845779,-0.012932107,-0.186575698,-0.430192095,-0.6,-0.255187188,0.033637972,0.13050855,-0.19846961,-0.528660658,-0.190302506
Android,BTM,stem,npmi,-0.003084999,-0.011032848,0.001555779,-0.11639013,0.001887391,-0.087252013,0.001913005,0.015424791,-0.051585807,-0.048189448,-0.029675428
Android,BTM,stem,umass,-1.846561504,-1.161810195,-0.099401252,-11.93603507,-10.15751012,-1.665779113,-2.213499392,-1.908042052,-7.664842037,-4.873741425,-4.352722216
Android,DMM,stem,ca,0.247163765,0.066453933,0.030767702,0.051334913,0.06189072,0.017255683,0.053539452,0.087125922,0.260137594,0.053498703,0.092916839
Android,DMM,stem,cp,-0.093521624,-0.157832154,-0.708079517,-0.532873445,-0.162107793,-0.891470778,-0.05053032,-0.070982232,-0.329770134,0.080989588,-0.291617841
Android,DMM,stem,npmi,-0.101845563,-0.034013471,-0.157294075,-0.05903015,-0.012717949,-0.078103518,0.025433696,0.005049506,0.00947506,0.016650366,-0.03863961
Android,DMM,stem,umass,-1.59224472,-7.586225105,-15.52293507,-8.029641752,-7.679246657,-14.18834484,-0.669554158,-1.255453122,-1.460093933,-2.09579634,-6.007953569
Android,GPU_PDMM,stem,ca,0.037038144,0.128690353,0.008471525,0.081606938,0.019551187,0.108928515,0.016709131,0.012490755,0.017237647,0.050084867,0.048080906
Android,GPU_PDMM,stem,cp,-0.094442177,0.233207642,-1,-0.721042251,-1,-0.920646536,-0.436900649,-0.7,-0.459197036,-0.319603253,-0.541862426
Android,GPU_PDMM,stem,npmi,0.022018698,-0.10369129,-0.130682257,-0.219687474,-0.149855193,-0.15305302,-0.012568414,0.057629429,-0.025361981,-0.013595091,-0.072884659
Android,GPU_PDMM,stem,umass,-0.833205086,-4.223197685,-17.91461087,-9.362159791,-16.71641492,-13.84250447,-0.777871632,-15.94025827,-4.360644771,-0.990981608,-8.496184909
Android,WNTM,stem,ca,0.050849572,0.19251768,0.098795732,0.097341646,0.11517016,0.013632865,0.047179145,0.112493025,0.061540409,0.022797569,0.08123178
Android,WNTM,stem,cp,-0.38659877,-0.501466164,0.120933962,0.125439705,-0.689719205,-0.62544021,0.112771468,0.131512508,-0.313701894,-0.421185446,-0.244745404
Android,WNTM,stem,npmi,-0.089035702,-0.052725898,0.01554209,0.029491092,-0.09072373,-0.058991195,0.012692403,0.008301838,-0.15665042,-0.009135055,-0.039123458
Android,WNTM,stem,umass,-9.821342943,-5.377314958,-2.344069978,-1.299494178,-10.43915651,-2.478139277,-0.863209525,-1.538742655,-11.06019861,-0.901026535,-4.612269517
Android,LDA,stem,ca,-0.116580237,0.356629427,0.123618778,0.599426988,0.261645229,-0.053193583,0.042501938,0.449631354,0.148146365,0.281615818,0.209344208
Android,LDA,stem,cp,-0.496208632,-0.284835349,-0.670600649,-0.334105878,-0.330562821,-0.557991777,-0.135941775,0.059168939,-0.123662901,0.083440698,-0.279130015
Android,LDA,stem,npmi,-0.189868233,-0.033150726,-0.126654022,0.012009872,-0.012990704,-0.047455627,-0.084365354,0.01491644,-0.031453502,-0.034104617,-0.053311647
Android,LDA,stem,umass,-8.772203866,-5.788890263,-10.06681097,-1.640589338,-0.69587083,-0.700114585,-2.781384981,-2.222123653,-1.819235428,-2.908043903,-3.739526781
Flutter,BTM,stem,ca,0.277555649,0.094659773,0.088762287,0.109075978,0.117076173,0.062014176,0.322406722,0.013457372,0.226759357,0.186800655,0.149856814
Flutter,BTM,stem,cp,0.138719956,-0.024814352,-0.414339324,-0.162203374,-0.411804658,-0.058945773,-0.423324878,-0.7,-0.09926363,-0.383259562,-0.25392356
Flutter,BTM,stem,npmi,0.019434461,-0.007053168,-0.07574531,-0.11823919,-0.177068347,-0.002856383,-0.14976189,-0.100571793,-0.130350359,-0.032973205,-0.077518518
Flutter,BTM,stem,umass,-2.364441219,-2.733274666,-11.59624501,-6.327585393,-10.35196476,-1.061069676,-3.363719334,-10.23514627,-4.491558257,-0.617874121,-5.314287871
Flutter,DMM,stem,ca,0.318864312,0.463997558,0.124767073,0.301349098,0.287960405,0.121817438,0.275263674,0.178618734,0.263793445,0.094659773,0.243109151
Flutter,DMM,stem,cp,-0.264370454,-0.049470171,0.015836527,-0.09980594,0.07573972,-0.42869989,0.474020219,-0.68973139,0.04858244,-0.024814352,-0.094271329
Flutter,DMM,stem,npmi,-0.089686923,0.055385339,-0.03177485,-0.060236324,-0.146211476,-0.010778446,0.04339107,-0.176566023,-0.005609416,-0.007053168,-0.042914022
Flutter,DMM,stem,umass,-2.403969264,-4.347707606,-2.483784117,-3.866926012,-4.369699652,-0.601015487,-2.106499241,-12.05437575,-1.554516217,-2.733274666,-3.652176802
Flutter,GPU_PDMM,stem,ca,0.268253748,0.306669044,0.076163691,0.223458405,0.078257826,0.121736065,0.105034357,0.464709236,0.118308558,0.302480715,0.206507164
Flutter,GPU_PDMM,stem,cp,-0.573960729,0.190195521,-0.372575778,-0.806178137,-0.024626859,0.063827193,-0.060076655,-0.017565915,-0.072235548,0.081359426,-0.159183748
Flutter,GPU_PDMM,stem,npmi,-0.005559252,0.053478826,-0.120084416,-0.196013728,-0.010583919,0.048011688,-0.075382721,0.028644652,-0.005315218,0.001667666,-0.028113642
Flutter,GPU_PDMM,stem,umass,-0.537464942,-1.908318383,-6.248155363,-12.66790913,-2.041745549,-1.206721624,-6.143672914,-4.439897313,-5.927001324,-1.78402218,-4.290490872
Flutter,WNTM,stem,ca,0.096171618,0.116583082,0.163139359,0.167727443,0.038400768,0,0.301837442,0.10207948,0.066927778,0.285469583,0.133833655
Flutter,WNTM,stem,cp,0.008483551,-0.224836817,-0.459549346,0.417534002,-0.495503694,-0.1,-0.332475297,-0.299903155,-0.188290397,-0.464494713,-0.213903586
Flutter,WNTM,stem,npmi,-0.041805277,-0.146479163,-0.101381398,0.070688216,-0.090661095,0,-0.082113016,-0.145223912,-0.097885916,-0.146694854,-0.078155641
Flutter,WNTM,stem,umass,-2.635420063,-4.169306095,-10.56002504,-3.146368343,-6.512151984,0,-13.32180825,-7.107038862,-2.303100759,-5.796938119,-5.555215751
Flutter,LDA,stem,ca,0.071725765,0.364385897,-0.071432801,0.265341792,0.205985434,0.399049969,0.280519249,0.102481147,0.554976861,0.074096138,0.224712945
Flutter,LDA,stem,cp,-0.07014288,-0.534891032,-0.493151601,-0.049213019,-0.471230386,-0.422625154,0.105357895,-0.024814352,-0.149308914,-0.109586019,-0.221960546
Flutter,LDA,stem,npmi,-0.162287641,-0.103488663,-0.112779741,0.004371346,-0.121105469,-0.14976189,-0.043290819,-0.007053168,-0.047684148,-0.045446852,-0.078852705
Flutter,LDA,stem,umass,-2.546258886,-10.09915425,-12.19989655,-1.488826879,-7.107674702,-3.152463545,-3.523057318,-2.733274666,-4.356328233,-2.774353269,-4.99812883
Jenkinsci,BTM,stem,ca,0.074846994,0.144562088,0.041417869,0.060428846,0.07448863,0.175137397,0.059032497,0.01826105,0.084593642,0.102861269,0.083563028
Jenkinsci,BTM,stem,cp,-0.153484771,-0.516429787,-0.601237416,-0.8,-0.582492621,-0.91125191,0.290605969,-0.6,-0.223441685,-0.324175849,-0.442190807
Jenkinsci,BTM,stem,npmi,-0.005120488,-0.04201208,-0.118206609,-0.098815835,-0.070005327,-0.124622086,-0.022714724,-0.029728511,-0.053367266,-0.148147526,-0.071274045
Jenkinsci,BTM,stem,umass,-1.362223464,-6.970575072,-6.398880145,-7.139684587,-7.588650377,-9.533387055,-0.824482919,-10.51106836,-1.895915367,-3.216424227,-5.544129158
Jenkinsci,DMM,stem,ca,0.221682203,0.135882317,0.27050133,0.085242319,0.071479046,0.153396084,0.031651408,0.022889969,0.146580994,0.036840109,0.117614578
Jenkinsci,DMM,stem,cp,-0.173627072,-0.496002307,-0.6927599,-0.041819805,-0.3,0.061842553,-0.302947711,-0.011184357,-0.173307769,-0.530612105,-0.266041847
Jenkinsci,DMM,stem,npmi,0.022352942,-0.11061504,-0.127632768,-0.0594197,-0.035974812,-0.037563953,-0.087530524,-0.045371015,-0.069740751,-0.09441886,-0.064591448
Jenkinsci,DMM,stem,umass,-1.054843394,-4.916969437,-4.389023866,-2.10621789,-5.758322937,-2.183844277,-6.765544861,-0.071200869,-6.049551631,-4.852648461,-3.814816762
Jenkinsci,GPU_PDMM,stem,ca,0.051003485,0.051205294,0.068919966,0.250850177,0.035545631,0.102210074,0.078305885,0.123115007,0.053676699,0.216726574,0.103155879
Jenkinsci,GPU_PDMM,stem,cp,-0.550432288,-0.702947711,-0.6,-0.673298698,-0.652155481,0.083374367,-0.062120001,0.124896408,-0.219005167,-0.465515179,-0.371720375
Jenkinsci,GPU_PDMM,stem,npmi,-0.160210513,-0.190838834,-0.044618987,-0.148660614,-0.134472653,0.013053116,-0.061279025,0.026034722,0.015742664,-0.189452828,-0.087470295
Jenkinsci,GPU_PDMM,stem,umass,-6.787881346,-10.00311886,-5.758322937,-2.317683932,-6.642644764,-1.846458039,-4.471484016,-1.712803329,-0.051620586,-5.162558566,-4.475457637
Jenkinsci,WNTM,stem,ca,0.118951174,0.135382411,0.109522111,0.094790198,0.101717285,0.31861012,0.16629609,0.138750312,0.175129412,0.081191218,0.144034033
Jenkinsci,WNTM,stem,cp,-0.1429708,0.091246693,0.041282055,-0.024899152,-0.402834897,-0.33060586,-0.596122795,-0.514158892,-0.052141005,-0.622334581,-0.255353923
Jenkinsci,WNTM,stem,npmi,-0.087422992,0.031633462,-0.002933928,0.0195683,-0.063817595,-0.055798472,-0.11061504,-0.148482627,-0.038935746,-0.181900846,-0.063870548
Jenkinsci,WNTM,stem,umass,-4.169460454,-1.965394795,-2.067995688,-0.436187332,-8.816365592,-1.583993829,-5.088729226,-7.955426441,-5.399840564,-6.808200652,-4.429159457
Jenkinsci,LDA,stem,ca,0.001812175,0.141148454,0.38418831,0.158217604,0.094621156,0.311195225,0.533212742,0.193096791,0.020148269,0.308767535,0.214640826
Jenkinsci,LDA,stem,cp,-0.415893303,-0.409255385,0.117076822,-0.15787367,-0.262120001,0.11282143,0.062254753,-0.642501844,-0.335434093,-0.675111988,-0.260603728
Jenkinsci,LDA,stem,npmi,-0.055504528,-0.013472791,0.007267538,-0.04617871,-0.061279025,0.026156834,-0.037563953,-0.123457279,-0.080571317,-0.081657851,-0.046626108
Jenkinsci,LDA,stem,umass,-3.165456306,-7.344401736,-1.158031646,-0.640256387,-4.471484016,-1.52106505,-1.910565028,-5.579402357,-5.964056312,-3.610865163,-3.5365584
ConsenSys,BTM,stem,ca,0.030114848,0.08985076,0.220517322,0.169868972,0.138636157,0.135862564,0.176575192,0.183419349,0.207352338,0.220700692,0.157289819
ConsenSys,BTM,stem,cp,-0.146829185,-0.1,-0.387999603,-0.16397618,-0.298792327,-0.232888302,-0.405073503,-0.389561347,-0.422328739,-0.349936876,-0.289738606
ConsenSys,BTM,stem,npmi,-0.129658958,0,-0.051598029,-0.02767011,-0.062554212,-0.001013398,-0.102777371,-0.100717272,-0.091722804,-0.085256823,-0.065296898
ConsenSys,BTM,stem,umass,-5.562880837,0,-4.052526565,-1.403251448,-7.587682425,-2.155583994,-7.190954521,-4.253940336,-7.358059271,-7.0744308,-4.66393102
ConsenSys,DMM,stem,ca,0.38884272,0.220775127,0.264783302,0.509115326,0.49055577,0.777611285,0.176575192,0.441777205,0.155275248,0.233012191,0.365832337
ConsenSys,DMM,stem,cp,-0.353104489,-0.325657301,-0.181248468,0.135107632,0.056379167,-0.04406168,-0.405142421,0.015206417,-0.173011292,-0.568461785,-0.184399422
ConsenSys,DMM,stem,npmi,0.009953868,-0.083846536,-0.127338199,0.028040459,0.004387567,0.025545453,-0.102777371,-0.016858105,-0.097606699,-0.109006717,-0.046950628
ConsenSys,DMM,stem,umass,-0.941336227,-7.234749107,-3.670926478,-1.489212453,-2.875558623,-6.377630109,-7.195034457,-1.576885488,-4.331180204,-4.896145807,-4.058865895
ConsenSys,GPU-PDMM,stem,ca,0.413190113,0.220016323,0.26142287,0.443732319,-0.042306978,0.670870253,0.097783818,0.443746284,0.040579881,0.274920002,0.282395488
ConsenSys,GPU-PDMM,stem,cp,-0.141694276,-0.278950251,-0.413182047,0.019370529,-0.25529822,-0.366143817,-0.742703095,0.076439342,-0.247628568,-0.36349073,-0.271328114
ConsenSys,GPU-PDMM,stem,npmi,-0.028542532,-0.081453884,0.029181486,-0.001692462,-0.158532783,-0.086564935,-0.158272208,-0.006765259,0.01764143,-0.100265068,-0.057526621
ConsenSys,GPU-PDMM,stem,umass,-1.365050119,-8.174816382,-0.380377853,-2.281835995,-4.383765719,-4.350305526,-14.34039456,-2.813043953,-0.976231063,-6.258998651,-4.532481982
ConsenSys,WNTM,stem,ca,0.228577289,0.050348069,0.220517322,0.196225981,0.125121842,0.085713394,-0.004030268,0.258819426,0.265378421,0.194248812,0.162092029
ConsenSys,WNTM,stem,cp,0.336518874,-0.081621211,-0.388217059,-0.366418528,-0.188448593,-0.317747118,-0.324063559,0.186246627,-0.451626842,0.015284799,-0.158009261
ConsenSys,WNTM,stem,npmi,-0.057845237,-0.000472547,-0.051598029,-0.086564935,-0.119984969,-0.090711105,-0.029720631,-0.007697231,0.00241644,-0.015503428,-0.045768167
ConsenSys,WNTM,stem,umass,-3.852978955,-0.217338459,-3.987045611,-6.571825417,-2.761685302,-6.283816339,-3.115161288,-2.709115483,-0.561704466,-3.186147419,-3.324681874
ConsenSys,LDA,stem,ca,0.503353819,0.298133816,-0.019750327,0.64531455,-0.017540035,0.068992432,0.152196944,0.186945965,0.049908891,0.105183857,0.197273991
ConsenSys,LDA,stem,cp,0.087234992,-0.388118686,-0.646332603,-0.299525638,-0.678140652,-0.132417772,-0.253958618,-0.357175776,-0.234859018,-0.252918823,-0.315621259
ConsenSys,LDA,stem,npmi,0.010947445,-0.11250457,-0.195346594,0.011607716,-0.209168386,-0.021007286,0.009953868,-0.090244904,-0.039532812,-0.058057337,-0.069335286
ConsenSys,LDA,stem,umass,-2.282641338,-6.57016574,-6.974940909,-1.109044545,-12.11770057,-1.639891626,-0.734986304,-9.458416432,-2.360477431,-7.1679174,-5.041618229
WebpackDocs,BTM,stem,ca,0,0.006602272,0.073933814,0.055650459,0.148917073,0.259540769,0.198510217,-0.111281317,0.393713523,0.088634674,0.111422148
WebpackDocs,BTM,stem,cp,-0.3,-0.507270968,-0.543430855,-0.222986905,-0.49038535,-0.671630516,-0.151615127,-0.194336325,-0.353871641,-0.202703132,-0.363823082
WebpackDocs,BTM,stem,npmi,0,-0.155215564,-0.061652549,-0.023469683,-0.059236877,-0.130508445,-0.149570891,-0.151502302,-0.069066747,0.032029813,-0.076819324
WebpackDocs,BTM,stem,umass,0,-12.780786,-5.067032703,-2.461481751,-6.18580955,-6.879885553,-5.199138198,-4.994078033,-2.737499087,-0.159612653,-4.646532352
WebpackDocs,DMM,stem,ca,0.158143096,0.129469874,0.088634674,0.136683802,0.139783676,-0.027094291,0.607969005,0.175430213,0.440409355,0.34493572,0.219436512
WebpackDocs,DMM,stem,cp,-0.353705949,-0.436037229,-0.202703132,-0.75319109,0.255183649,-0.608966164,-0.374334968,-0.097378911,-0.370930793,-0.650369173,-0.359243376
WebpackDocs,DMM,stem,npmi,-0.122981221,-0.026898358,0.032029813,-0.08887024,0.027101595,-0.065754674,0.004582685,0.010891862,-0.004565305,-0.071573838,-0.030603768
WebpackDocs,DMM,stem,umass,-5.301024496,-1.47969345,-0.159612653,-7.315063174,-2.662319804,-3.056924675,-1.199939299,-1.636285914,-2.694035951,-4.120605006,-2.962550442
WebpackDocs,GPU-PDMM,stem,ca,0.106745689,0.30399364,0.414194973,0.28616605,0.517767358,-0.024933963,0.024507584,-0.000975229,0.165225722,0.180260365,0.197295219
WebpackDocs,GPU-PDMM,stem,cp,-0.134419549,-0.114239269,0.097525054,-0.194741161,0.248872638,-0.405398396,-0.617030566,-0.297154021,-0.102703132,0.170730453,-0.134855795
WebpackDocs,GPU-PDMM,stem,npmi,-0.05427782,0.00569392,0.010795792,-0.047760183,0.053861553,-0.057372928,-0.056675752,-0.022017733,0.032029813,-0.04293295,-0.017865629
WebpackDocs,GPU-PDMM,stem,umass,-2.149807174,-1.975235195,-2.741749798,-1.654339796,-1.902528212,-0.795696786,-7.983710116,-2.25445799,-0.159612653,-2.695469604,-2.431260732
WebpackDocs,WNTM,stem,ca,0.434809417,0.079511431,0.083028984,0.198510217,0.030354952,0.021037824,0.022799729,0.186976198,-0.035423817,0.210452681,0.123205762
WebpackDocs,WNTM,stem,cp,-0.067645451,-0.076224632,-0.106288841,-0.151595171,-0.735896678,-0.040063675,-0.4,-0.679308559,-0.48788773,-0.283095564,-0.30280063
WebpackDocs,WNTM,stem,npmi,-0.019114721,0.004272749,-0.037395811,-0.149570891,-0.091825099,-0.058768124,-0.004042492,-0.051640708,-0.158972311,-0.079051859,-0.064610927
WebpackDocs,WNTM,stem,umass,-2.445554455,-0.243528892,-1.236881975,-4.423109987,-8.746609332,-3.471215693,-1.875705958,-1.545365438,-8.237009676,-9.125798142,-4.135077955
WebpackDocs,LDA,stem,ca,0.405962575,0.25965127,0.445812745,0.088634674,0.529782024,0.115918174,0.009160249,-0.033117355,-0.027329784,0.033248628,0.18277232
WebpackDocs,LDA,stem,cp,0.278323357,-0.509099002,0.098326086,-0.202703132,0.052701694,-0.323912673,-0.18021315,-0.3,-0.424344396,-0.362057865,-0.187297908
WebpackDocs,LDA,stem,npmi,0.046851271,-0.068974326,0.012195102,0.032029813,0.00712894,-0.112226538,-0.017669428,-0.057647231,-0.067762242,-0.035484847,-0.026155949
WebpackDocs,LDA,stem,umass,-2.862489902,-7.56042505,-2.030911598,-0.159612653,-2.290865277,-9.185853149,-2.739963557,-3.466571558,-2.141618401,-3.705313326,-3.614362447
Laravel,BTM,stem,ca,0.167636876,0.455250609,0.39561814,0.619859768,0.041660054,0.463672858,0.485173239,0.128689838,-0.061764792,0.157614519,0.285341111
Laravel,BTM,stem,cp,-0.145690936,0.152673583,-0.303124806,-0.285203691,-0.661501242,0.06705902,0.118094437,-0.731411809,-0.579133587,-0.231577838,-0.259981687
Laravel,BTM,stem,npmi,-0.019948226,-0.063155068,-0.079556232,0.007334845,-0.106495984,0.011476951,0.034421038,-0.131245099,-0.18888038,-0.016820452,-0.055286861
Laravel,BTM,stem,umass,-2.947116296,-2.710760198,-6.517534009,-1.581378544,-7.55819592,-2.641895074,-2.07272145,-11.12526945,-3.514674645,-11.14578701,-5.18153326
Laravel,DMM,stem,ca,0.561985977,0.631284097,0.68346013,0.66265224,0.250626607,0.480319882,0.264450964,-0.046576905,0.342281562,0.03048951,0.386097406
Laravel,DMM,stem,cp,-0.399065166,-0.39183828,0.149280681,0.218206688,0.194566396,0.120383646,-0.058456187,-0.575125538,-0.63730162,-0.425519363,-0.180486875
Laravel,DMM,stem,npmi,-0.019621737,0.00035735,-0.048370287,0.055152552,0.038521632,0.034421038,-0.087269534,-0.129871722,-0.152233121,-0.119700805,-0.042861463
Laravel,DMM,stem,umass,-1.476953204,-1.121070092,-2.075254822,-1.776024567,-2.306810331,-2.291200361,-3.250851013,-7.598917727,-11.62182098,-8.293386244,-4.181228934
Laravel,GPU-PDMM,stem,ca,0.665167898,-0.030604266,0.125278392,0.404076895,0.266995243,0.168849433,0.236472978,0.306280119,0.487108797,0.516918733,0.314654422
Laravel,GPU-PDMM,stem,cp,0.178507153,-0.767829098,-0.340952207,-0.549759789,0.113989137,-0.310897139,-0.146397076,0.205401584,0.038619564,0.171619791,-0.140769808
Laravel,GPU-PDMM,stem,npmi,-0.014630603,-0.18438301,-0.08934731,0.008562823,0.093936573,-0.100003879,-0.043763021,0.044337696,0.009397805,0.036274158,-0.023961877
Laravel,GPU-PDMM,stem,umass,-2.764804337,-15.64506604,-8.568757577,-0.600536554,-2.228153482,-8.87843323,-3.596032407,-1.289773624,-2.017254582,-3.202165402,-4.879097723
Laravel,WNTM,stem,ca,0.649870113,0.302911031,0.035601002,0.117915289,0.291312991,0.202328606,0.64493039,-0.046576905,0.478607261,0.301247901,0.297814768
Laravel,WNTM,stem,cp,-0.281700277,0.087067536,-0.182840908,-0.121856488,0.06091892,0.046466442,-0.334515045,-0.380018651,0.133749123,0.36428997,-0.060843938
Laravel,WNTM,stem,npmi,-0.076944178,0.029036225,-0.079510878,-0.123621825,-0.098448897,-0.088242813,0.010562613,-0.129871722,0.037819043,0.032302935,-0.04869195
Laravel,WNTM,stem,umass,-7.99136567,-0.998701342,-8.613311998,-2.963404703,-3.002166549,-2.328431995,-1.428439196,-6.676655731,-2.350739282,-2.939642759,-3.929285922
Laravel,LDA,stem,ca,0.403870983,0.063155732,0.580033167,0.410609232,0.528983375,0.301928353,0.049115735,0.618977267,0.646983367,0.250626607,0.385428382
Laravel,LDA,stem,cp,-0.336291188,-0.258940005,0.277610093,0.001286764,0.146534342,-0.063904358,-0.3,-0.331920414,0.165993241,0.294575533,-0.040505599
Laravel,LDA,stem,npmi,-0.069145032,-0.158140348,0.069207195,-0.010296004,0.031166636,0.031481011,-0.02341628,-0.001125113,0.037362813,0.038521632,-0.005438349
Laravel,LDA,stem,umass,-5.91616665,-2.782270129,-2.555071846,-2.482926998,-1.102028345,-1.509712692,-5.303900585,-1.314278204,-1.708353275,-2.325790002,-2.700049873
GitterHQ,BTM,stem,ca,0.076795147,0.542400499,0.495932852,-0.015478197,0.39977705,0.158468152,0.340319541,0.436956244,0.62131279,0.375373794,0.343185787
GitterHQ,BTM,stem,cp,0.175048629,0.286835736,0.0008076,-0.527700969,-0.09280241,-0.382121696,0.176303216,-0.004492655,0.271169528,0.170233738,0.007328072
GitterHQ,BTM,stem,npmi,-0.073230591,0.043274193,-0.085648425,-0.156597223,-0.071580728,-0.001300746,0.027827631,-0.066638901,0.090231927,0.033709897,-0.025995297
GitterHQ,BTM,stem,umass,-3.332001896,-1.543102752,-2.350258846,-11.86291984,-3.35460717,-0.469371101,-3.12118197,-2.531450191,-2.40382955,-1.577089707,-3.254581302
GitterHQ,DMM,stem,ca,0.594320317,0.248198427,0.532807215,0.32927458,0.032283375,0.600913528,0.694703916,0.441854177,0.341179789,0.206352237,0.402188756
